Review,NPS
Flew JFK to LHR with family of 5 and overall was very satisfied. Transatlantic flights were not full and the whole family had extra room. Only irritating issues were too many announcements which kept everybody awake and seat armrests which do not come up all the way allowing one to stretch out over empty seats. Dublin to London flights were also good. Although we would have preferred direct flights the savings going through Dublin were substantial and well worth the slight inconvenience plus on the way home one goes through Immigration in Ireland which works very well.,Promoter
EWR-SAL-GYE-LIM-BOG-SAL-EWR in the promo fare of Avianca flew 6 times in one week. Although the ticket was very cheap and I did book lowest economy fare as a Gold Member of Star Alliance I was upgraded twice to Business Class. All planes on that trip were brand new EWR-SAL an Airbus A320. Seats in Economy were comfortable in Business there were relaxing recliners with a footrest. The individual inflight entertainment has a huge selection of great Movies and TV shows in Spanish English and Portuguese. Food in both cabins is good and fresh. Service is excellent. Friendly and helpful crews. The Airports I did visit are world class and lounges for Business and Gold members offer free drinks and food. The brand new Bogota Avianca lounge is impressive.,Promoter
" Tashkent to Istanbul. A poor experience with Turkish Airlines. The guy who seemed to be the cabin chief was acting in a very extremely rude way towards the passengers, almost yelling at them, mostly hurrying people to sit down quickly. Very unprofessional. The tightest space for seating I experienced, apart from a low cost carrier in Indonesia. A mess with luggage, clearly too many volumes allowed onboard.",Detractor
"The boarding was as slow as usual. Everything else was fine except for the snack. This consisted of a tasty wrap - raw falafel in a half raw pancake. It tasted horrible. Upon examining the list of ingredients I discovered it contained, anong other things, milk, no good for the lactose intolerant. The spring water came from Turkey! I had originally planned to travel on 24th December but had to change my booking after discovering that no trains run from Oslo Gardamoen after 17:03 that day. Christmas eve Norway comes to a standstill.",Promoter
" Flew New York JFK to Mendoza via Santiago with LATAM. Very expensive airline with zero customer service. Never book this airline through a travel agent of any kind. I paid over $4,000 for a ticket to Santiago 6 months in advance and when I tried to add a flight to Mendoza less than 1 week later, LATAM told me that I can't do that until 2 days before the flight because I booked through Expedia. I was perfectly willing to pay a change penalty. They still wouldn't allow me to add a flight! I have never encountered this problem with any other airline.",Detractor
Our experience has been a nightmare with this airline today. After flying from Vienna to Chicago we were re- routed to Detroit due to bad weather. Waited on plane additional 2 hrs finally told flight cancelled and we would be disembarking and new flight arrangements would be made after checking in at Austrian Airlines. Instead no Austrian Airlines personnel could 'ticket' us no option to assist in flights home from Detroit no assistance at all. We were dumped in Detroit and loaded on to buses driving 6 hrs back to Chicago airport. When we arrived there was no Austrian Airlines personnel to assist us. Fortunately the wonderful accommodating United Airlines staff were helpful in obtaining flights home. Their employees stayed into the early morning hrs to help us. We will never recommend this airline.,Detractor
" First time flying Business Class on the A350-900. Same herring bone layout as the B777, which I think is the best layout as all the seats have aisle access and means you're not having to step over people to get out of your seat. The seat in design terms is pretty much the same as the old product, which is a great, why change something if it ain't broke, but obviously with a better resolution screen, updated handset, and a couple more storage holes. However, my only gripe about the A350 is that the headphone sockets now only takes a 2 pin adaptor of which strangely one is 2.5mm and the other 3.5mm. Hence my Bose QC35 no longer work - first world problems right? Cathay or Airbus please work with Bose to sort this out! I noted on this flight that the crew did not give out the full evening meal i.e. missed out dessert and cheese board. Plus the crew weren't as attentive or proactive as expected from Cathay which was a first for me as I normally praise Cathay staff.",Promoter
Took 2 flights with Aegean Airlines in December 2013 and was truly impressed. Their quality of service was a long way ahead of British Airways that I used on 4 other flights and I will look at using Aegean Airlines again on my next trip to Europe - if Athens is on the trip list!,Promoter
"  Bangkok to Hong Kong. As evidenced by the last 3 of 4 international departures with Thai Airways from Bangkok, they seem to more frequently be parking their aircraft at a remote location and then busing passengers which is a headache and not a comfortable start to the trip. The aircraft was old and worn with IFE of poor quality. The inflight meal this time was quite bland and poorly presented. With the flight half full, a little more effort could have been put into attentive inflight service.",Passive
" Bangkok to Sapporo was the good flight. The cabin crews are very helpful and nice. Thai airways always give you a welcome service on board, so polite and always smile. Foods was fine, warm and tasty. However, the aircraft is quite old. I search for the information about that aircraft and found that its age is around 20 year. However, there is no tear on the seats but you would find some stains on the seat. the leg room and seat width are standard for economy class. The entertainment display is a bit small and low-resolution display because it is an old aircraft. Everything is good. Strength : warm service, nice and helpful crews. Weak : pricey ticket fare, old aircraft",Passive
 The worst experience of traveling ever: They canceled my flight on the same day of departure I had to buy a very expensive last minute ticket with another airline because the very unresponsive customer service told me the next Norwegian flight available would have been leaving in 15 days! They didn't compensate for my monetary loss. On the return flight the ruined my luggage and they wouldn't compensate. On an 11 hrs flight from Paris to Los Angeles they don't even offer water to people that don't buy their very expensive and unappetizing lunch Avoid this airlin .,Detractor
"  Bangkok to Istanbul. Great service but the cabin temperature was too hot. Airlines must realise optimum temp to sleep is 18.5C according to research, but flight TK65 had temp of at least 22C which made it difficult to sleep despite flat bed. Please improve this.",Passive
21/12/13 LHR-DOH-BKK 5/01/14 BKK-DOH-LHR. What did I think of the service? In a word impressive! Now a days when some airlines seem to think of economy passengers as 'self loading cargo' it was refreshing to receive a level of service that I thought no longer existed! Very comfortable cabins very good catering and impressed with the cabin staff. Last time I flew to Asia I used Gulf Air: They out classed them.,Promoter
"Long Island to Orlando. Very pleasant, the flight was easy the other passengers weren't disruptive. Islip check in was quick, boarding was like 2 hours or so late because I flew on July 4th weekend. I flew in the Boeing 737 in Heart One livery a nice plane, though I didn't get window seat the flight was still good. I recommend Southwest Airlines.",Passive
"  Did not even get a chance to fly this terrible airline. I had booked a weekend trip to Vegas and the arrival and departure times were reasonable. After I'd booked to fly from Kansas City to Las Vegas, Spirit Airlines changed the times to give me two red eye flights. Completely unacceptable. I would never recommend this airline to anyone. Bait and switch business practices.",Detractor
" Houston to Shanghai via Detroit. The wifi onboard was good. The airline service is okay generally, but not for a team out for a robotics competition: we were in Houston for a robotics competition and checked our robot before the flight. However, the ground staff made us dissemble our robot, which caused significant damage. Also, I think Delta's fares are relatively high when compared to its competitors like, which may be a concern. Their service is much better than United though.",Passive
"London to Mexico City return flights on British Airways for me and my partner using Avios and an Amex companion voucher. The flights were on time, seat very comfortable, entertainment decent, and the food and drink was of significantly better quality than its Club World equivalent. Cabin crew on both flights were excellent.",Promoter
"  Semi-frequent flyer of Cathay Pacific, so not surprised service was as on par as usual. Red-eye flight between Hong Kong and New York Kennedy with a stopover in Vancouver. Transit passengers from HKG boarded prior to passengers departing from YVR through a gate with partition in between. Boarding for YVR-originating passengers was a bit hectic, and gate agents were running around trying to get priority boarding completed before general boarding began. I was granted priority boarding, thanks to the benefits of their frequent flyer program. I was greeted with enthusiasm and warmth by the purser, a great way to start a trip. Business Class was very empty, Premium Economy was almost full, and Economy was 80% full (a lot of the middle seats were empty). Personally, I felt like the crew were able to provide a more comfortable service, as there was no hassle to get through the meal service. Choice of food were either rice with chicken in a black bean sauce, or braised beef with mashed potatoes. I went with the rice option, and needless to say, it was one of the best meals I've ever had on CX. Flight departed YVR and landed in JFK ahead of schedule. My bags were the first ones dispense, so I was able to get out of the airport fairly quickly. I can't wait to fly with them again in July.",Promoter
Flew from Vienna to Tel Aviv round trip in business class on older Airbus. Not worth the fare for business class. Business class simply means the first few rows in the plane with same seating as economy but no one in the middle seat. Food was good and service was pleasant enough but seats reclined only slightly were not particularly comfortable and in any event identical to economy. I guess if you don't want anyone sitting next to you place a high priority on sitting in the front of the plane and are willing to pay a lot for this then enjoy.,Promoter
"  Alitalia exceeded my expectations for my flight to Miami from Rome. The flight attendants were professional, on time to refill glasses with beverages and offer any additional help. We had a mess-up with the seats during the check-in, and would have ended up seating separately, however the flight attendants managed to rearrange the seats and put us together. It is worth noting that almost every couple in business class had a mess-up with the seats, therefore, kudos to the crew for their effort to rearrange the seating. We were presented with a Bvlgari flight kit. The business class cabin is very stylish, seats recline to a flat bed, and extremely comfortable. A330-200 only 6 years old and the cabin felt fresh and not beaten up. Bathrooms were nice. TV Screens are big and the menu easy to navigate. The food and beverage service was impressive. We were served amazing restaurant quality fish and beef with wonderful tomato pasta with basil, accompanied by Italian wines and other spirits. Also an assortment of Italian cheeses and desserts, cappuccino and chocolates. The rest of the flight we managed to get 4-5 hours of sleep. We were served snacks prior to our descent to Miami. During the snack my wife's entertainment system froze. The flight attendant tried to revive it, but the screen would not turn back on. About 40 minutes later, the same flight attendant approached us with deep apologies and gave a voucher for 150 euros credit towards the purchase of a future ticket with Alitalia.",Promoter
  A319 from Frankfurt to Lisbon (CS-TTF) seemed to be recently retrofitted. Nice and spacious seats (6F) with power supply and ipad holder. Very nice and communicative crew. Flight on time. Captain welcoming the passengers with two extensive announcements. Nice experience in a very smooth flight.,Promoter
" Flight to Orlando boarded 1/2 hour late should have been 6.20am, delayed due to faulty generator. Sat on plane 2.5 hours returned to main terminal. Could not disembark due to faulty ramp. Flight now delayed until 3.30pm. Compensation $20 meal voucher for your 9 hour mistake/delay, your problem not mine. Will never again fly Sunwing. Will let all friends/family etc know about your problems and compensation to paying passengers",Detractor
Riga to Vilnius 2 weeks ago. This was booked online with the Air Baltic site easy to use. Staff at check in were pleasant and gave me an aisle seat as requested no hassle with luggage and in fact my booking allowed 2 extra kilos (I didn't need it though) The flight was on time and smooth running. I would use Air Baltic again and also recommend it to others.,Promoter
Vacation to Cabo San Lucas Mexico scheduled 3/1/14. Boarded in Milwaukee with a connection in Denver. When we arrived at check in we were told the flight had been 'overbooked' by 5 passengers. We received the last 2 boarding passes luckily. Upon being seated and waiting for 15 minutes the flight attendant announced that the plane was over-weight and 8 passengers would have to leave. It took another 30 minutes to adjust the weight before we took off - 1 hour after schedule. Upon arriving in Denver an hour late we had to rush to another terminal to catch our connecting flight to Cabo. Flight to Cabo went on schedule until standing at the luggage carousel our 2 pieces of checked luggage never came out. It was not until 30 hours later that our luggage finally showed up. On our return when we checked in at the airport it was announced that our plane was delayed an hour. Taking off to Denver again we realized we were facing a potential connect issue again. Once entering the U.S. we needed to go through customs in Denver before boarding our flight to Milwaukee. Once through customs you need to claim your luggage and then recheck it with Southwest/AirTran. We then had to pass through security before racing to another terminal where our gate was located because of late arrival. We boarded the plane and left for Milwaukee arriving at 10pm on-time. We then went to retrieve our luggage and once again our two bags never showed up. It took another 36 hours to get our bags delivered to our home.,Detractor
"Scheduled flight to leave on Sunday August 16, 2015 from Sea/Tac at 1:31pm. The plane that we were going to use pulled up to pick us up. Then some ""newly hired flight attendant"" activates the slide - see the photo. Evidently once the slide has been deployed out the side of the plane, you can't just poke it back in and fly away. Also, who would have guessed that there isn't a backup plane available. So now we have to wait until 8pm for another plane to fly from Dallas to pick us up. Does it take 6 hours to fly from Dallas to Seattle? I think not. We are notified that we will miss all our connecting flights. The next seats available to Des Moines aren't until Tuesday or Wednesday. Well that isn't going too well with our employers, so we negotiate through a supervisor with ""finance"" to get reimbursement should we fly to another city and take ground transport home. BTW, we were offered snacks for sale and a movie headphone for sale while we were on our flight with 200 passengers that also sat at the airport all day waiting for this flight. Absolutely rude. Okay so we were up all night flying and arrived in nearby city at 9:30am on Monday so we could drive home 2 more hours. We were sleep deprived but finally home around noon on Monday. Sent email asking for refund for airline tickets and ground transport. We are being offered a voucher for airline tickets with American and nothing for ground transport. They say because we took a flight to another destination that they don't pay for ground transport.",Detractor
 Another great flight from Singapore to London. Me and my wife were sat in the upper economy deck which was great! The seats were really comfortable and the service was just as good as my last trip. The food was really good and a great selection of films. I'm so glad I've booked with Singapore Airlines for my next long haul trip.,Promoter
"  Zhengzhou to Frankfurt via Beijing. At check-in we had some troubles talking with the airline staff, as he couldn't speak English. The domestic flight on a Boeing 737 was uneventful and we were served just water. In Beijing we wanted to secure some emergency exit seats on the flight to FRA: to do so we had to go back landside, speak at 3 different counters, paying 80 EUR, which is an acceptable amount, but we did it. The aircraft was a quite old A330, although it was quite well kept. The seats were not very comfortable, and I needed to stand up quite often. The staff was polite, even though not very much smiling. Food decent, but not fantastic. The IFE was quite old, and didn't have a great choice: also, mine gave up after a couple of hours, and couldn't be used any longer. Overall, it was a correct flight, but in future, I would rather fly Lufthansa instead. Although this flight had LH codeshare, I had a ridicoulous amount of M&M miles (1641), and the segment is not valid on status level counting.",Passive
"  I was a gold frequent flyer with AF/KLM (admittedly due to routes not out of choice) and my experiences of KLM were generally not great - particularly out of the Middle East - and I avoided them. However this last week I had to fly via AMS twice for the first time in 4 years and I eat my words. Everything was really good. The new dreamliner is excellent, the new AVOD is excellent, the food is good, the seats are good (for economy) and the customer service was world-class. In fact the only memory of the old KLM was the uniform. Now I'm not going to rush to transit via Schipol because it is so big but they have really massively improved their game",Promoter
"  This is my return flight from Labuan to Kuala Lumpur. AirAsia pride themselves as a low cost airline and indeed the fares are very low. However, yet another delayed flight. No wifi in the aircraft. AirAsia is very strict with carry on cabin baggagge. They will count and weigh every piece of bag. Nothing special about this airline.",Detractor
"  Edinburgh to Beijing via Frankfurt. Lufthansa provided a real masterclass in customer service on our flights from Edinburgh to Bejing. All aircraft on our outbound and return journeys were spotlessly clean. On the A380 to and from Beijing, the cabin crew were a delight: friendly, attentive, and hard-working - treating economy customers as if they were as valued as first class customers. We did pay extra to sit in the upper cabin, but on check-in were moved to the lower cabin, but were quite happy as we were given seats by the exits with extra leg-room. The in-flight catering was superb - two good meals on a ten-hour flight and snacks, and frequent runs with juice, water and red or white wine, as well as a full bar service with each meal. Plenty of choice on the entertainment system, with the latest films. All flights departed and arrived on time. One of the few long-haul flights I have actually enjoyed.",Promoter
" Salt Lake City to Denver. This was my first and last experience with this airline. If you are smart (which I was not-- I booked thinking it would be fine for such a short flight), don't fly this airline. Nothing was good about this airline. You get what you pay for and in this case you think you are getting a good deal, but in the end with all their charges you are not getting a good deal. The website did not work--booking for the wrong date and trying to get you to book more expensive seats when I picked a cheaper one. I finally had to leave the website and book on another website. I actually wonder if the website purposely books the wrong day so you will have to pay more money. They charge for everything, even a back pack to carry on! There was not even an agent at the gate and people were just standing there waiting to check in (8:30am). The agents at the airport were rude although the reservation agents on the phone were more professional. I never complain about poor service, but this was such a bad experience, I wanted others to know what to expect. I am sure they will not change or improve their practices as a result of this review--they are not classy enough to do that. I just want warn others before they waste money! As others have said in these reviews (I wish I had read them), fly with a real airline. There motto is something like ""Economy airline done right"" - that is a huge joke. It is an example of just the opposite.",Detractor
Sydney to LAX. Great flight attendants at the airport were excellent. Flight attendants also very good ground crew that little bit better. Otherwise a wonderful flight there and back. Must say not one problem.,Promoter
LGW-DXB-SIN. Plane 2 hours late leaving LGW due to late inbound arrival. Fog at DXB extended delay to 3 hours including an abortive attempt at landing. Landed 03.15 exactly the time onward flight to SIN should have been taking off. That flight had closed so missed connection. Incredibly difficult to get rebooked. Long queues at transfer desk. Staff did not have ability to make re bookings directly but had to call their reservations department somewhere else in airport. Long long waits to get a response (half hour plus for each passenger) and no queuing system on their telephones. No offer to arrange hotels even though some passengers clearly becoming distressed at length of queuing time. To cap it all I later found that my connection was still on the ground when I arrived in DXB and did not leave for another 2 hours even though shown as flight closed i.e.they had allocated my paid for and checked in seat to someone else!,Detractor
VIE-IST-SFO-IST-VIE. All trips in ECO Class. First time experience with TK - flown frequently on EK & QR. It was worth the value for money and overall I would recommend flying with TK however connecting through an airport is part of my flight experience - and Istanbul Ataturk airport is one of the worst I have been to. In the future I will avoid TK although their service has been very good!,Promoter
"  Mumbai to Delhi on Air India. I had taken this afternoon flight on an Airbus A321 after checking in online prior to the flight. Had dropped off my baggage at the designated drop off point and proceeded towards the boarding gate. The flight crew on this flight were quite polite and professional. Even though the departure time was 1pm, we had left around 1.15 or so. After departure, lunch service had commenced and as this was a domestic flight, Air India serves only vegetarian options and so had a meal of paneer masala and rice with dal. For dessert a sweet dish of barfi was provided. The food was excellent. After lunch, tea was served. This flight had an occupancy of around 85% and we reached our destination 10 minutes ahead of schedule. All in all, it was an excellent flight and I would fly with them again.",Promoter
"  Stockholm to Reykjavik via Toronto. I ordered a meal from the in-flight menu. It was a margarita pizza and cost CAD $12.37. The flight attendant said it would take 15 mins. One hour later after inquiring about it he replied that he had forgotten. He later returned with a small burnt pizza that was so hardened, the plastic fork broke when I tried cutting into it. He said to try it and if it tasted bad that he would replace it. It was served on the plastic wrapper which had burnt cheese and melted to the pizza, upon a piece of paper towel. It was disgusting looking and tasted mediocre. Did u eat it? Yes, I was starving! The plastic and paper towel garbabge remained with me the remainder fb the flight as no flight attendant ever came by to collect the waste. I will not be flying WOW ever again.",Detractor
EK038 4 Mar 15 BHX to DXB. One and a half hours delayed. No drink service offered for another one and a half hours. Dinner then served without drink meal eaten before wine was served. On checking the menu I hate curry so informed the stewardess asking her to save me the alternative but she forgot so no main course for me. Very stressful flight due to worry about missing connection. Next year it's BA direct for us.,Detractor
"I had four flights with Cathay Pacific in Premium Economy. Perth to Hong Kong, then on to London. San Francisco to Hong Kong then to Perth. All flights were on time, and the service of a very high standard. The comfort level, inflight entertainment and meals were all very good indeed.",Promoter
" Los Angeles to Paris via Keflavik. I have never flown a worse airline or received worse customer service. Staff is nothing short of rude, abrasive and utterly unhelpful. I must say that with the cheap tickets you get what you pay for. Not only did they give my husband and I the run around, they denied us entry onto the flight and tried to sell us tickets for 5x the original price. Arbitrary fees, and terrible customer service. This cheap trip ended up being one of my most expensive and least pleasant (complete with tears from the rude treatment I received). Not only was the customer service awful, when I did complain the staff waited an entire month to return my email and when they did they simply said that it wasn't their fault and that they closed the case. Isn't the point of customer care? They nearly destroyed my entire wedding anniversary trip.",Detractor
" My Daughter & I flew from Singapore on flight no 3K 556 to Melbourne. Just 15 mins into flight I become violently ill, with constant vomiting, and dizziness, the staff on board were there in seconds to assist me. The concern and compassion shown towards me and my daughter, ""who was very alarmed by my condition"" were of an incredible standard. The Staff on that flight did their utmost to ensure my comfort and privacy to see me through to my destination,and allowed my daughter to remain with me. One staff member remained with me most of the time, Monitering my condition. Also the ground staff, who went out far and beyond to assist me to the Airport Doctor. My Daughter and I will highly recommend Qantas, and we fly with them international as well as domestic, thank you Qantas.",Promoter
" I was supposed to travel from Lisbon back to London City as my returning leg. Checked in 24 hours ahead and assign my seat. I was planning to leave Lisbon city centre to the airport 2.5 hours ahead (as I was told the queue in the airport is long) and just wanted to confirm my seat while I was having lunch with friend. I noticed that they had change the airplane from E-190 to A320, and they have also changed the destination to London Heathrow. I understand that airlines have to cancel flights sometimes due to various reasons but it is unacceptable to do it without noticing passengers affected (and they put me on an earlier flight so I could have missed it). To be honest the onboard service was acceptable, the plane was spotless (but pitch was very tight and again very hard seats). The lack of communication is a let down and I will avoid using TAP. From Heathrow it took me an additional hour to reach home.",Detractor
I booked 2 tickets from Montreal to Las Vegas in business class and paid more than $ 5000. I was seated in the first row and have never had so little leg room in any airline including economy class. I moved to a back seat during the flight and I had more room than where I was seated. No place to put my jacket no place to .ut my carry on as first four bins were full with Air Canada equipment. No entertainment screen. They give you an Ipad so you can watch 15 year old movies. No place under my seat to store my computer. The flght attendant took it away during takeoff and landing and I had to ask to get it back after take off. The tray in the first row is very small and no place to put a glass. A passenger to my right spilled his coffee twice. Very inexperienced staff. She spilled water on me and no excuses. He would serve men before women. My travelling companion received a wet towel but not me or at least 5 other travelers in business class. The toilets at the front were available to everyone on the plane. I asked to hang my jacket and they told me that they do not have any room and to put in on the middle seat. When you book a seat in business class you expect quality and comfort. The way I see it I ended up paying $ 3000 for our two meals.,Detractor
"We flew easyJet from Luton to Catania on the first day of the UK summer holidays. Luton airport is a joke but the airline do there best to compensate for this. When we arrived at the Bag drop desk there were no queues, and we were greeted by a friendly agent, who offered to check in all of our cabin bags for free. When we got to the Gate, however there are so many staff who are just stood there waiting to pounce on people with more than 1 bag, quite disgusting really. The flight was delayed for 15 mins because a family were having an argument with the agents about paying 50 euros for bringing 2 items with them. We were bused out to the waiting aircraft, the cabin crew were friendly, overall decent flight, landed in Catania only 5 mins late, and again taken by bus to the terminal.",Promoter
I would not fly Air France again nor would I recommend the airline to anyone. I flew from Singapore to Paris and returned from Frankfurt through Paris back to Singapore. The meals served were not of high standards the length of the flight requires at least snacks to be offered as well as a meal.,Detractor
"Denver to Nashville. Frequent delays and when Frontier Airlines cancelled my flight, they do not fully refund your money. I got back 25 cents on the dollar and still had to book an alternative flight. I ended up out $700 because Frontier cancelled its own flight. Customer service is not interested in making customers happy. The phone call I made was answered by a snippy, angry customer service representative. When I asked for her supervisor, I got another snippy angry person. I do not recommend this airline.",Detractor
